model,seed,customer_set,avg_risk_at_b,common_aubrc,cvar90_aubrc,cvar95_aubrc,load_cvar90_aubrc,max_vehicle_cvar90_aubrc
Stable-Tail-MatrixEnsRaw-r010,2,A,3.5295242732662913,1.0213395517339376,0.024470097325646437,0.041728482254827635,0.015787072692867832,0.047426046002096475
Stable-Tail-MatrixEnsRaw-r010,2,B,4.963980697182713,1.474595162970231,0.03657279204048529,0.07057874496305315,0.020283399084459617,0.06498213462263971
Stable-Tail-MatrixEnsRaw-r010,3,A,3.48552629624936,1.0326916680214397,0.025050445029487053,0.04031326998000714,0.015609350706476403,0.04536904057635764
Stable-Tail-MatrixEnsRaw-r010,3,B,5.072656756197532,1.5062281794135428,0.037607868498148615,0.07444369264815011,0.02134389861350803,0.06626336125538693
Stable-Tail-MatrixEnsRaw-r010,4,A,3.5079054366465123,1.0161274277954802,0.024396171138202583,0.0403073003599176,0.015096424632329615,0.04368856293143077
Stable-Tail-MatrixEnsRaw-r010,4,B,4.674929518007283,1.3732135314772003,0.03345574392009917,0.06531651622808722,0.019370609744124967,0.0610332171082881
Stable-Tail-MatrixEnsRaw-r010,5,A,3.4794505005411818,1.007063979196392,0.02407225556511167,0.04229540226196783,0.014934595014304624,0.042085212976430524
Stable-Tail-MatrixEnsRaw-r010,5,B,4.641013354872373,1.356210772890491,0.033244574758833634,0.06457574464832312,0.019794608233827605,0.05884298296151022
Stable-Tail-MatrixEnsRaw-r010,6,A,3.3208989282757044,0.9671123507071567,0.023162215348820753,0.03878783893175134,0.01443445837403699,0.04543265844604923
Stable-Tail-MatrixEnsRaw-r010,6,B,4.933048604614802,1.452113799009177,0.035760145122365784,0.06969080039116397,0.02062886014479298,0.06786327764465448
Stable-Tail-MatrixEnsRaw-r010,7,A,3.2932644150944212,0.9546775001065525,0.022321018786327904,0.03828185379467254,0.013231445734081434,0.0430489979704127
Stable-Tail-MatrixEnsRaw-r010,7,B,4.5594550327028385,1.3399642408082115,0.03250587494424102,0.06409547699990259,0.018332869523407503,0.05656584164260647
Stable-Tail-MatrixEnsRaw-r010,8,A,3.430528375365304,0.9860898693790646,0.0245421544287238,0.03963238057503635,0.01395157055042459,0.0435648692011527
Stable-Tail-MatrixEnsRaw-r010,8,B,4.398795161444554,1.2849649956942415,0.030537781621326542,0.05663955281327274,0.01756824655938272,0.05082994582769146
Stable-Tail-MatrixEnsRaw-r010,9,A,3.362344997556011,0.9694557859804356,0.024195091826259445,0.03899492212467858,0.014165927259771918,0.03940670902767421
Stable-Tail-MatrixEnsRaw-r010,9,B,4.359910638685441,1.2701482172190013,0.03008721368334205,0.0557454780401845,0.0186013931394931,0.05273294441468179
Stable-Tail-MatrixEnsRaw-r020,0,A,3.272165243323843,0.9431812987206404,0.02285661104228818,0.038028549167700834,0.013588434297211604,0.03833273777391742
Stable-Tail-MatrixEnsRaw-r020,0,B,4.507184127847377,1.313371157522644,0.03108108142739043,0.059516599248881856,0.017866403074910067,0.055880508806885
Stable-Tail-MatrixEnsRaw-r020,1,A,3.5115994598530613,1.0151035089805684,0.024780331898430492,0.04035699583759976,0.01435624445359218,0.03950054286620115
Stable-Tail-MatrixEnsRaw-r020,1,B,4.48717701241139,1.3156849468677883,0.032051799341119847,0.061381185477191604,0.017875141021142835,0.059362944177544126
Stable-Tail-MatrixEnsRaw-r020,2,A,3.5288854072989992,1.0228015822606404,0.02521013507561569,0.04248410959422666,0.01605548800350892,0.049141635019395016
Stable-Tail-MatrixEnsRaw-r020,2,B,5.009555921430552,1.491980102245269,0.036852285495130595,0.07164792892506297,0.022268565503979702,0.06644022315299829
Stable-Tail-MatrixEnsRaw-r020,3,A,3.4310251635540596,1.0137949554319576,0.025400082581879316,0.040522760814173664,0.014398265083048905,0.046689888393882
Stable-Tail-MatrixEnsRaw-r020,3,B,4.87246781917457,1.43550655994424,0.03624866877801726,0.07085921634699131,0.020740797107853027,0.060524103768799326
Stable-Tail-MatrixEnsRaw-r020,4,A,3.5638027836183435,1.0279099359014305,0.025020380448673347,0.04181124481795312,0.01509698504653503,0.04434227746872438
Stable-Tail-MatrixEnsRaw-r020,4,B,4.749100900547497,1.3989038301795393,0.034579450015905705,0.06616532969341433,0.019848278999243518,0.06147640222557562
Stable-Tail-MatrixEnsRaw-r020,5,A,3.28760132164774,0.9591184627023783,0.022242811759500568,0.03964035461487666,0.013642709959839634,0.03984252428993205
Stable-Tail-MatrixEnsRaw-r020,5,B,4.5271696918700535,1.3218722716599505,0.03238491985515583,0.061906061486810014,0.01755303597198838,0.05633624077570027
Stable-Tail-MatrixEnsRaw-r020,6,A,3.3192603197632224,0.9691803037182352,0.023461993284527867,0.03868101635336479,0.01412760595664111,0.04227139670403858
Stable-Tail-MatrixEnsRaw-r020,6,B,4.8756452881704115,1.4420526746256506,0.035985219605721194,0.0689500432557518,0.02052593057233804,0.06852857418817046
Stable-Tail-MatrixEnsRaw-r020,7,A,3.317149762840068,0.9645906295167954,0.02272149643411184,0.03900477894592245,0.014120602600784632,0.04343416837811395
Stable-Tail-MatrixEnsRaw-r020,7,B,4.7133573874907055,1.3891090294617767,0.0335491075291237,0.06732134390740459,0.01997476179187484,0.05732971710323654
Stable-Tail-MatrixEnsRaw-r020,8,A,3.3737439431306604,0.9816856397021747,0.023725307437975855,0.038888978166402535,0.0145070336600079,0.044299875845480854
Stable-Tail-MatrixEnsRaw-r020,8,B,4.333045049674007,1.257954018621897,0.02952105109475259,0.055474960928914796,0.017425977698400853,0.05218071338898071
Stable-Tail-MatrixEnsRaw-r020,9,A,3.331963985879942,0.9647930479271292,0.023644602453546975,0.03856634439259853,0.013260818679350635,0.04059505675250328
Stable-Tail-MatrixEnsRaw-r020,9,B,4.37488307790722,1.2739078010704383,0.030239845302337573,0.05807150650529413,0.017931278815785434,0.050677669519900555
Stable-Tail-MatrixEnsRaw-r030,0,A,3.313404591651358,0.9589656454212185,0.02268262435610616,0.038728122532005596,0.014342747380325654,0.042800099812331155
Stable-Tail-MatrixEnsRaw-r030,0,B,4.549829181745923,1.3257008608877252,0.031854483088551086,0.059368756727343715,0.01797288133375587,0.05429734602986417
Stable-Tail-MatrixEnsRaw-r030,1,A,3.449416906356618,0.9967813485240424,0.023868283261933316,0.039041986131100034,0.014268156039812175,0.0419780725318801
